No.,Bit Address,Bit Address,Trigger Condition(0:OFF; 1:ON),Message,Hive,MessageHive,ErrorCode,Severity
553,[PLC1]GGB000046949,MB37649,1,工序6-4-9：,TRUE,,,critical
554,[PLC1]GGB00004694A,MB3764A,1,工序6-4-10：,TRUE,,,critical
555,[PLC1]GGB00004694B,MB3764B,1,工序6-4-11：,TRUE,,,critical
556,[PLC1]GGB00004694C,MB3764C,1,工序6-4-12：,TRUE,,,critical
557,[PLC1]GGB00004694D,MB3764D,1,工序6-4-13：,TRUE,,,critical
558,[PLC1]GGB00004694D,MB37650,1,启动按钮按下,FALSE,,,critical
559,[PLC1]GGB00004694D,MB37651,1,停止按钮按下,FALSE,,,critical
600,[PLC1]GGB00004694D,MB37652,1,复位按钮按下,FALSE,,,critical
601,[PLC1]GMB000081001,MB37660,1,流程-上料满盘取下标志,FALSE,,,critical
602,[PLC1]GMB000081103,MB37661,1,流程-上料机器人取料完成,FALSE,,,critical
603,[PLC1]GMB000081104,MB37662,1,流程-上料机器人拍照完成,FALSE,,,critical
604,[PLC1]GMB000081105,MB37663,1,流程-上料机器人拍照NG,FALSE,,,critical
605,[PLC1]GMB000081200,MB37664,1,流程-上料机器人1#上料完成,FALSE,,,critical
606,[PLC1]GMB000081201,MB37665,1,流程-上料机器人2#上料完成,FALSE,,,critical
607,[PLC1]GMB000081202,MB37666,1,流程-上料机器人3#上料完成,FALSE,,,critical
608,[PLC1]GMB000081203,MB37667,1,流程-上料机器人4#上料完成,FALSE,,,critical
609,[PLC1]GMB000030130,MB37668,1,流程-上料骨架检测完成,FALSE,,,critical
610,[PLC1]GMB000030200,MB37669,1,流程-绕线骨架扫码完成,FALSE,,,critical
611,[PLC1]GMB000030201,MB3766A,1,流程-绕线模具扫码完成,FALSE,,,critical
612,[PLC1]GMB000030202,MB3766B,1,流程-绕线小车骨架取出完成,FALSE,,,critical
613,[PLC1]GMB000030210,MB3766C,1,流程-绕线治具取出完成,FALSE,,,critical
614,[PLC1]GMB000030211,MB3766D,1,流程-小车治具回送完成,FALSE,,,critical
615,[PLC1]GMB000030250,MB37670,1,流程-绕线治具回送完成,FALSE,,,critical
616,[PLC1]GMB000082201,MB37671,1,流程-绕线线圈完成标志,FALSE,,,critical
617,[PLC1]GMB000082202,MB37672,1,流程-绕线起线完成标志,FALSE,,,critical
618,[PLC1]GMB000082203,MB37673,1,流程-绕线允许标志,FALSE,,,critical
619,[PLC1]GMB000082204,MB37674,1,流程-绕线尾线允许标志,FALSE,,,critical
620,[PLC1]GMB000030300,MB37675,1,流程-点胶1#相机拍照完成,FALSE,,,critical
621,[PLC1]GMB000030301,MB37676,1,流程-点胶2#相机拍照完成,FALSE,,,critical
622,[PLC1]GMB000030302,MB37677,1,流程-1#模具点胶完成,FALSE,,,critical
623,[PLC1]GMB000030303,MB37678,1,流程-2#模具点胶完成,FALSE,,,critical
624,[PLC1]GMB000030304,MB37679,1,流程-点胶1#相机拍照中,FALSE,,,critical
625,[PLC1]GMB000030305,MB3767A,1,流程-点胶2#相机拍照中,FALSE,,,critical
626,[PLC1]GMB000030306,MB3767B,1,流程-1#运行自动排胶允许,FALSE,,,critical
627,[PLC1]GMB000030310,MB3767C,1,流程-点胶3#相机拍照完成,FALSE,,,critical
628,[PLC1]GMB000030311,MB3767D,1,流程-点胶4#相机拍照完成,FALSE,,,critical
629,[PLC1]GMB000030312,MB37680,1,流程-3#模具点胶完成,FALSE,,,critical
630,[PLC1]GMB000030313,MB37681,1,流程-4#模具点胶完成,FALSE,,,critical
631,[PLC1]GMB000030314,MB37682,1,流程-点胶3#相机拍照中,FALSE,,,critical
632,[PLC1]GMB000030315,MB37683,1,流程-点胶4#相机拍照中,FALSE,,,critical
633,[PLC1]GMB000030316,MB37684,1,流程-2#运行自动排胶允许,FALSE,,,critical
634,[PLC1]GMB000030330,MB37685,1,流程-自动擦胶允许,FALSE,,,critical
635,[PLC1]GMB000030320,MB37686,1,流程-点胶1#相机NG状态,FALSE,,,critical
636,[PLC1]GMB000030321,MB37687,1,流程-点胶1#相机OK状态,FALSE,,,critical
637,[PLC1]GMB000030322,MB37688,1,流程-点胶2#相机NG状态,FALSE,,,critical
638,[PLC1]GMB000030323,MB37689,1,流程-点胶2#相机OK状态,FALSE,,,critical
639,[PLC1]GMB000030324,MB3768A,1,流程-点胶3#相机NG状态,FALSE,,,critical
640,[PLC1]GMB000030325,MB3768B,1,流程-点胶3#相机OK状态,FALSE,,,critical
641,[PLC1]GMB000030326,MB3768C,1,流程-点胶4#相机NG状态,FALSE,,,critical
642,[PLC1]GMB000030327,MB3768D,1,流程-点胶4#相机OK状态,FALSE,,,critical
643,[PLC1]GMB000030400,MB37690,1,流程-UV灯固化完成,FALSE,,,critical
644,[PLC1]GMB000030401,MB37691,1,流程-右侧剪线完成,FALSE,,,critical
645,[PLC1]GMB000030402,MB37692,1,流程-左侧剪线完成,FALSE,,,critical
646,[PLC1]GMB000085001,MB37693,1,流程-下料空盘取下标志,FALSE,,,critical
647,[PLC1]GMB000030511,MB37694,1,流程-下料1#翻转取料完成,FALSE,,,critical
648,[PLC1]GMB000030512,MB37695,1,流程-下料2#翻转取料完成,FALSE,,,critical
649,[PLC1]GMB000030513,MB37696,1,流程-下料3#翻转取料完成,FALSE,,,critical
650,[PLC1]GMB000030514,MB37697,1,流程-下料4#翻转取料完成,FALSE,,,critical
651,[PLC1]GMB000030521,MB37698,1,流程-1#下料取料完成,FALSE,,,critical
652,[PLC1]GMB000030522,MB37699,1,流程-2#下料取料完成,FALSE,,,critical
653,[PLC1]GMB000030523,MB3769A,1,流程-3#下料取料完成,FALSE,,,critical
654,[PLC1]GMB000030524,MB3769B,1,流程-4#下料取料完成,FALSE,,,critical
655,[PLC1]GMB000086006,MB3769C,1,流程-输送带后段小车到位,FALSE,,,critical
656,[PLC1]GMB000086005,MB3769D,1,流程-输送带前段小车到位,FALSE,,,critical
